0	501746128	232702100
0	501804984	232732000
0	501870896	232762000
0	501941436	232792100
0	502002356	232822300
0	502066460	232851900
0	502135604	232882300
0	502196312	232912100
0	502261880	232942200
0	502332384	232972200
0	502392144	233002300
0	502456500	233032100
0	502521724	233062400
0	502585964	233092200
0	502657548	233122300
0	502717032	233152300
0	502782616	233182500
0	502847112	233212200
0	502912816	233242400
0	502982564	233272300
0	503043740	233302400
0	503108028	233332400
0	503176660	233362600
0	503237720	233392300
0	503303584	233422600
0	503368096	233452400
0	503438912	233482500
0	503499236	233512500
0	503570244	233542600
0	503630396	233572400
0	503696388	233602700
0	503760632	233632700
0	503831328	233662600
0	503890608	233692600
0	503956584	233722900
0	504020652	233752600
0	504086916	233783000
0	504163900	233812700
0	504216332	233842700
0	504281096	233872800
0	504347024	233902900
0	504411536	233932700
0	504477128	233962900
0	504541604	233992800
0	504607156	234022800
0	504671972	234053000
0	504737388	234083000
0	504802240	234112900
0	504868624	234143300
0	504934384	234173100
0	504999680	234203000
0	505069580	234233100
0	505129108	234263100
0	505192012	234293000
0	505259252	234323200
0	505360576	234353000
0	505389944	234383100
0	505452576	234413100
0	505520008	234443200
0	505591220	234473100
0	505661172	234503300
0	505716652	234533300
0	505781540	234563200
0	505877416	234593200
0	506002576	234653200
0	506001760	234653200
0	506040152	234683500
0	506105404	234713300
0	506183532	234743400
0	506264132	234773400
0	506317964	234803500
0	506416112	234833400
0	506435232	234863400
0	506498960	234893400
0	506562728	234923400
0	506630228	234953600
0	506692052	234983700
0	506755332	235013500
0	506820676	235043700
0	506885560	235073800
0	506950968	235103700
0	507015528	235133700
0	507081224	235163800
0	507146932	235193700
0	507210876	235223800
0	507277196	235253800
0	507344092	235283700
0	507420200	235313900
0	507490272	235343900
0	507551112	235373800
0	507603960	235404100
0	507667804	235433900
0	507733476	235463900
0	507807764	235494000
0	507864948	235524000
0	507934440	235553800
0	507993696	235584000
0	508057736	235614100
0	508126432	235644000
0	508194852	235674100
0	508258956	235704100
0	508317972	235734000
0	508383100	235764100
0	508446464	235794000
0	508515016	235824100
0	508576304	235854200
0	508643752	235884300
0	508707972	235914100
0	508773956	235944300
0	508837460	235974200
0	508904188	236004200
0	508969232	236034300
0	509039528	236064400
0	509099560	236094300
0	509164856	236124400
0	509230424	236154400
0	509294636	236184400
0	509358956	236214300
0	509425772	236244500
0	509489052	236274300
0	509556936	236304600
0	509619504	236334400
0	509690296	236364500
0	509748448	236394400
0	509815636	236424600
0	509879908	236454400
0	509945528	236484600
0	510011132	236514600
0	510076632	236544600
0	510141432	236574700
0	510208044	236604800
0	510271752	236634600
0	510338748	236664900
0	510402348	236694800
0	510467824	236724700
0	510532892	236754800
0	510596984	236784800
0	510669224	236814800
0	510728412	236844900
0	510793128	236874800
0	510858372	236904800
0	510923668	236934900
0	510994648	236965000
0	511056316	236994900
0	511119944	237025100
0	511183328	237055000
0	511248692	237084900
0	511313744	237115000
0	511377860	237145100
0	511445148	237175000
0	511508408	237205200
0	511582308	237235100
0	511649064	237265100
0	511702320	237295000
0	511770788	237325400
0	511833936	237355200
0	511900932	237385300
0	511963484	237415100
0	512028608	237445200
0	512095844	237475200
0	512166240	237505500
0	512228064	237535200
0	512296940	237565400
0	512355040	237595300
0	512420684	237625400
0	512485124	237655400
0	512552448	237685600
0	512618316	237715400
0	512679984	237745500
0	512751640	237775400
0	512809876	237805500
0	512876888	237835400
0	512940836	237865700
0	513005572	237895500
0	513070800	237925700
0	513135444	237955700
0	513201712	237985600
0	513266368	238015700
0	513331172	238045800
0	513400576	238075600
0	513464276	238105700
0	513529148	238135600
0	513596768	238165800
0	513671980	238195900
0	513730272	238225900
0	513792064	238255700
0	513860636	238285900
0	513924536	238315900
0	513989868	238345800
0	514057772	238375800
0	514120704	238406000
0	514187452	238435900
0	514255288	238466000
0	514321672	238496100
0	514384508	238526000
0	514450400	238555900
0	514517708	238586200
0	514584428	238615900
0	514648728	238646200
0	514713564	238676100
0	514778808	238706100
0	514844192	238736100
0	514912036	238766200
0	514975336	238796000
0	515044132	238826200
0	515108732	238856100
0	515175344	238886100
0	515239892	238916200
0	515305392	238946400
0	515371392	238976100
0	515441356	239006400
0	515513200	239036400
0	515577716	239066300
0	515635820	239096300
0	515700288	239126500
0	515765724	239156300
0	515835480	239186500
0	515906848	239216400
0	515964516	239246400
0	516033552	239276400
0	516094932	239306600
0	516159444	239336400
0	516227136	239366700
0	516291084	239396700
0	516358696	239426600
0	516424744	239456600
0	516490828	239486700
0	516556192	239516600
0	516621764	239546700
0	516687180	239576800
0	516762464	239606700
0	516819716	239636700
0	516885968	239667000
0	516950808	239696700
0	517017540	239726900
0	517080772	239756900
0	517146976	239786800
0	517212868	239816800
0	517279840	239847200
0	517344404	239876800
0	517412076	239907000
0	517477328	239937000
0	517542660	239966900
0	517606656	239996900
0	517672992	240027200
0	517736476	240057000
0	517803616	240087100
0	517869604	240117200
0	517933372	240147100
0	517997520	240177100
0	518063772	240207300
0	518126476	240237000
0	518191792	240267300
0	518256660	240297100
0	518322112	240327100
0	518388448	240357200
0	518453092	240387400
0	518518216	240417200
0	518582556	240447400
0	518647100	240477400
0	518712872	240507300
0	518783148	240537500
0	518849856	240567500
0	518909112	240597300
0	518973436	240627500
0	519037192	240657500
0	519102452	240687600
0	519166500	240717500
0	519232032	240747600
0	519296148	240777400
0	519363064	240807700
0	519426208	240837600
0	519492220	240867600
0	519565120	240897700
0	519622564	240927700
0	519687964	240957600
0	519754560	240987800
0	519819084	241017800
0	519884128	241047700
0	519946744	241077600
0	520014836	241108000
0	520078512	241137700
0	520144716	241168000
0	520210076	241197800
0	520275032	241227800
0	520338196	241257800
0	520404104	241287900
0	520470456	241317800
		
